發生年度,發生月份,發生日期,發生時間,發生地點,發生縣市,發生區鄉,天候名稱,道路類別,事故位置子類別名稱,事故類型及型態子類別名稱,肇因研判子類別名稱,死亡人數,受傷人數,當事者車種,當事者屬-性-別名稱,當事者事故發生時年齡,是否使用3C產品
2023,2,20230224,5,臺南市安南區長和路1段2巷前0.0公尺東側,臺南市,安南區,晴,市區道路,一般車道(未劃分快慢車道),撞交通島,未注意車前狀態,1,0,機車,女,20,未使用
2023,2,20230224,5,臺南市安南區長和路1段2巷前0.0公尺東側,臺南市,安南區,晴,市區道路,一般車道(未劃分快慢車道),撞交通島,未注意車前狀態,1,0,不明,無或物(動物、堆置物),-1,不明
2023,2,20230224,8,嘉義縣大埔鄉西興村台3線353公里800公尺處,嘉義縣,大埔鄉,霧或煙,省道,交叉口附近,對撞,違反特定標誌(線)禁制,1,1,機車,男,63,未使用
2023,2,20230224,8,嘉義縣大埔鄉西興村台3線353公里800公尺處,嘉義縣,大埔鄉,霧或煙,省道,交叉口附近,對撞,違反特定標誌(線)禁制,1,1,小貨車(含客、貨兩用),男,69,未使用
2023,2,20230224,8,嘉義縣大埔鄉西興村台3線353公里800公尺處,嘉義縣,大埔鄉,霧或煙,省道,交叉口附近,對撞,違反特定標誌(線)禁制,1,1,人,女,64,未使用
2023,2,20230224,10,新北市林口區仁愛路2段20號前0.0公尺,新北市,林口區,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,未保持行車安全間隔,1,0,機車,男,48,不明
2023,2,20230224,10,新北市林口區仁愛路2段20號前0.0公尺,新北市,林口區,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,未保持行車安全間隔,1,0,大貨車,男,28,不明
2023,2,20230224,10,新北市林口區仁愛路2段20號前0.0公尺,新北市,林口區,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,未保持行車安全間隔,1,0,大客車,男,51,不明
2023,2,20230224,16,嘉義縣阿里山鄉樂野村台18線64.8公里,嘉義縣,阿里山,晴,省道,路肩、路緣,撞護欄(樁),酒醉(後)駕駛失控,1,0,小客車,男,65,未使用
2023,2,20230224,16,嘉義縣阿里山鄉樂野村台18線64.8公里,嘉義縣,阿里山,晴,省道,路肩、路緣,撞護欄(樁),酒醉(後)駕駛失控,1,0,不明,無或物(動物、堆置物),-1,不明
2023,2,20230225,11,臺中市大雅區上雅里神林南路11號前0.0公尺,臺中市,大雅區,晴,市區道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,小客車,女,25,未使用
2023,2,20230225,11,臺中市大雅區上雅里神林南路11號前0.0公尺,臺中市,大雅區,晴,市區道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,機車,男,35,未使用
2023,2,20230225,11,臺中市大雅區上雅里神林南路11號前0.0公尺,臺中市,大雅區,晴,市區道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,小客車,男,55,未使用
2023,2,20230225,18,臺南市六甲區甲南里忠孝街107號前電桿,臺南市,六甲區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹、電桿,未注意車前狀態,1,0,小客車,女,64,不明
2023,2,20230225,18,臺南市六甲區甲南里忠孝街107號前電桿,臺南市,六甲區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹、電桿,未注意車前狀態,1,0,不明,無或物(動物、堆置物),-1,不明
2023,2,20230225,20,臺南市安南區海佃路二段180號前0.0公尺,臺南市,安南區,晴,市區道路,交叉口附近,穿越道路中,未依規定行走行人穿越道、地下道、天橋而穿越道路,1,0,人,男,59,非駕駛人
2023,2,20230225,20,臺南市安南區海佃路二段180號前0.0公尺,臺南市,安南區,晴,市區道路,交叉口附近,穿越道路中,未依規定行走行人穿越道、地下道、天橋而穿越道路,1,0,小客車,男,57,未使用
2023,2,20230226,5,桃園市平鎮區快速路二段附近 / 桃園市平鎮區快速路二段附近,桃園市,平鎮區,晴,市區道路,交叉口附近,追撞,未注意車前狀態,1,0,機車,男,60,未使用
2023,2,20230226,5,桃園市平鎮區快速路二段附近 / 桃園市平鎮區快速路二段附近,桃園市,平鎮區,晴,市區道路,交叉口附近,追撞,未注意車前狀態,1,0,其他車,男,38,非駕駛人
2023,2,20230226,12,嘉義縣新港鄉安和村番婆126-2號前,嘉義縣,新港鄉,晴,縣道,一般車道(未劃分快慢車道),衝出路外,未依規定減速,1,1,機車,男,15,未使用
2023,2,20230226,12,嘉義縣新港鄉安和村番婆126-2號前,嘉義縣,新港鄉,晴,縣道,一般車道(未劃分快慢車道),衝出路外,未依規定減速,1,1,不明,無或物(動物、堆置物),-1,不明
2023,2,20230226,12,嘉義縣新港鄉安和村番婆126-2號前,嘉義縣,新港鄉,晴,縣道,一般車道(未劃分快慢車道),衝出路外,未依規定減速,1,1,人,女,15,未使用
2023,2,20230226,16,宜蘭縣礁溪鄉龍潭路口 / 宜蘭縣礁溪鄉龍潭路口,宜蘭縣,礁溪鄉,陰,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,小客車,男,48,未使用
2023,2,20230226,16,宜蘭縣礁溪鄉龍潭路口 / 宜蘭縣礁溪鄉龍潭路口,宜蘭縣,礁溪鄉,陰,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,機車,女,67,未使用
2023,2,20230226,16,宜蘭縣羅東鎮中山路4段383號前0.0公尺,宜蘭縣,羅東鎮,晴,省道,交叉路口內,對向擦撞,左轉彎未依規定,1,1,機車,男,83,未使用
2023,2,20230226,16,宜蘭縣羅東鎮中山路4段383號前0.0公尺,宜蘭縣,羅東鎮,晴,省道,交叉路口內,對向擦撞,左轉彎未依規定,1,1,機車,女,29,未使用
2023,2,20230227,3,臺中市大里區永隆里興大路 / 臺中市大里區永隆里大明路,臺中市,大里區,晴,市區道路,交叉口附近,追撞,違反特定標誌(線)禁制,1,0,慢車,男,76,未使用
2023,2,20230227,3,臺中市大里區永隆里興大路 / 臺中市大里區永隆里大明路,臺中市,大里區,晴,市區道路,交叉口附近,追撞,違反特定標誌(線)禁制,1,0,小客車,男,34,未使用
2023,2,20230227,6,新北市板橋區中山路2段531巷前0.0公尺,新北市,板橋區,陰,市區道路,路肩、路緣,撞路樹、電桿,不明原因肇事,1,0,機車,女,46,未使用
2023,2,20230227,6,新北市板橋區中山路2段531巷前0.0公尺,新北市,板橋區,陰,市區道路,路肩、路緣,撞路樹、電桿,不明原因肇事,1,0,不明,無或物(動物、堆置物),0,不明
2023,2,20230227,14,臺東縣卑南鄉台9線 348公里200.0公尺處,臺東縣,卑南鄉,陰,省道,快車道,對撞,違反特定標誌(線)禁制,2,2,小客車,男,37,未使用
2023,2,20230227,14,臺東縣卑南鄉台9線 348公里200.0公尺處,臺東縣,卑南鄉,陰,省道,快車道,對撞,違反特定標誌(線)禁制,2,2,小貨車(含客、貨兩用),女,39,未使用
2023,2,20230227,14,臺東縣卑南鄉台9線 348公里200.0公尺處,臺東縣,卑南鄉,陰,省道,快車道,對撞,違反特定標誌(線)禁制,2,2,人,男,29,未使用
2023,2,20230227,14,臺東縣卑南鄉台9線 348公里200.0公尺處,臺東縣,卑南鄉,陰,省道,快車道,對撞,違反特定標誌(線)禁制,2,2,人,女,15,非駕駛人
2023,2,20230228,0,臺南市善化區區道南130線口 / 臺南市善化區成功路口,臺南市,善化區,晴,市區道路,交叉口附近,衝出路外,酒醉(後)駕駛失控,2,0,小客車,男,38,不明
2023,2,20230228,0,臺南市善化區區道南130線口 / 臺南市善化區成功路口,臺南市,善化區,晴,市區道路,交叉口附近,衝出路外,酒醉(後)駕駛失控,2,0,不明,無或物(動物、堆置物),-1,不明
2023,2,20230228,0,臺南市善化區區道南130線口 / 臺南市善化區成功路口,臺南市,善化區,晴,市區道路,交叉口附近,衝出路外,酒醉(後)駕駛失控,2,0,人,男,34,不明
2023,2,20230228,5,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,臺北市,內湖區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,機車,男,56,不明
2023,2,20230228,5,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,臺北市,內湖區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,小貨車(含客、貨兩用),男,28,不明
2023,2,20230228,5,臺北市內湖區民權東路6段 / 臺北市內湖區民權東路6段,臺北市,內湖區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,不明,無或物(動物、堆置物),0,不明
2023,2,20230228,13,高雄市湖內區村忠孝街55號前0.0公尺前,高雄市,湖內區,晴,市區道路,路肩、路緣,側撞,未依規定讓車,1,0,小客車,男,46,未使用
2023,2,20230228,13,高雄市湖內區村忠孝街55號前0.0公尺前,高雄市,湖內區,晴,市區道路,路肩、路緣,側撞,未依規定讓車,1,0,機車,女,18,未使用
2023,2,20230228,14,臺南市佳里區南29 500.0公尺處口,臺南市,佳里區,晴,市區道路,交叉路口內,穿越道路中,未注意車前狀態,1,0,小客車,男,38,未使用
2023,2,20230228,14,臺南市佳里區南29 500.0公尺處口,臺南市,佳里區,晴,市區道路,交叉路口內,穿越道路中,未注意車前狀態,1,0,人,女,86,不明
2023,2,20230228,15,花蓮縣瑞穗鄉中正北路2段前0.0公尺附近,花蓮縣,瑞穗鄉,晴,省道,交通島(含槽化線),撞路樹、電桿,疲勞(患病)駕駛失控,1,3,小客車,男,64,未使用
2023,2,20230228,15,花蓮縣瑞穗鄉中正北路2段前0.0公尺附近,花蓮縣,瑞穗鄉,晴,省道,交通島(含槽化線),撞路樹、電桿,疲勞(患病)駕駛失控,1,3,不明,無或物(動物、堆置物),-1,不明
2023,2,20230228,15,花蓮縣瑞穗鄉中正北路2段前0.0公尺附近,花蓮縣,瑞穗鄉,晴,省道,交通島(含槽化線),撞路樹、電桿,疲勞(患病)駕駛失控,1,3,人,女,65,非駕駛人
2023,2,20230228,15,花蓮縣瑞穗鄉中正北路2段前0.0公尺附近,花蓮縣,瑞穗鄉,晴,省道,交通島(含槽化線),撞路樹、電桿,疲勞(患病)駕駛失控,1,3,人,女,58,非駕駛人
2023,2,20230228,15,花蓮縣瑞穗鄉中正北路2段前0.0公尺附近,花蓮縣,瑞穗鄉,晴,省道,交通島(含槽化線),撞路樹、電桿,疲勞(患病)駕駛失控,1,3,人,女,54,非駕駛人
2023,3,20230301,8,雲林縣斗六市萬年路338號前,雲林縣,斗六市,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,起步未注意其他車(人)安全,1,0,小貨車(含客、貨兩用),男,48,未使用
2023,3,20230301,8,雲林縣斗六市萬年路338號前,雲林縣,斗六市,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,起步未注意其他車(人)安全,1,0,機車,男,27,未使用
2023,3,20230301,10,新北市林口區文化二路1段 / 新北市林口區八德路,新北市,林口區,晴,市區道路,交叉路口內,同向擦撞,未保持行車安全間隔,1,1,曳引車,男,43,未使用
2023,3,20230301,10,新北市林口區文化二路1段 / 新北市林口區八德路,新北市,林口區,晴,市區道路,交叉路口內,同向擦撞,未保持行車安全間隔,1,1,機車,女,58,未使用
2023,3,20230301,10,新北市林口區文化二路1段 / 新北市林口區八德路,新北市,林口區,晴,市區道路,交叉路口內,同向擦撞,未保持行車安全間隔,1,1,人,女,2,非駕駛人
2023,3,20230301,11,新北市淡水區中山北路2段 / 新北市淡水區中山北路2段,新北市,淡水區,晴,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,1,小客車,女,45,未使用
2023,3,20230301,11,新北市淡水區中山北路2段 / 新北市淡水區中山北路2段,新北市,淡水區,晴,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,1,機車,男,72,未使用
2023,3,20230301,11,新北市淡水區中山北路2段 / 新北市淡水區中山北路2段,新北市,淡水區,晴,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,1,人,女,68,非駕駛人
2023,3,20230301,12,高雄市六龜區文武里台27甲省道7公里號前0.0公尺,高雄市,六龜區,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,違規停車或暫停不當而肇事,1,0,小貨車(含客、貨兩用),男,47,不明
2023,3,20230301,12,高雄市六龜區文武里台27甲省道7公里號前0.0公尺,高雄市,六龜區,晴,市區道路,一般車道(未劃分快慢車道),同向擦撞,違規停車或暫停不當而肇事,1,0,機車,男,76,未使用
2023,3,20230301,14,臺南市新營區新北里民生路172號前0.0公尺,臺南市,新營區,晴,市區道路,一般車道(未劃分快慢車道),倒車撞,倒車未依規定,1,0,小客車,男,58,未使用
2023,3,20230301,14,臺南市新營區新北里民生路172號前0.0公尺,臺南市,新營區,晴,市區道路,一般車道(未劃分快慢車道),倒車撞,倒車未依規定,1,0,機車,男,64,未使用
2023,3,20230301,20,彰化縣永靖鄉東寧村浮圳路578號前0.0公尺,彰化縣,永靖鄉,晴,村里道路,一般車道(未劃分快慢車道),側撞,未依規定讓車,1,0,小貨車(含客、貨兩用),男,58,未使用
2023,3,20230301,20,彰化縣永靖鄉東寧村浮圳路578號前0.0公尺,彰化縣,永靖鄉,晴,村里道路,一般車道(未劃分快慢車道),側撞,未依規定讓車,1,0,機車,男,16,未使用
2023,3,20230301,23,高雄市橋頭區隆豐路 / 高雄市橋頭區公園路,高雄市,橋頭區,晴,市區道路,交叉路口內,側撞,違反號誌管制或指揮,1,0,小客車,男,28,不明
2023,3,20230301,23,高雄市橋頭區隆豐路 / 高雄市橋頭區公園路,高雄市,橋頭區,晴,市區道路,交叉路口內,側撞,違反號誌管制或指揮,1,0,機車,男,40,不明
2023,3,20230302,6,嘉義縣太保市東勢里博愛路與信義一路路口,嘉義縣,太保市,晴,村里道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,小客車,男,52,未使用
2023,3,20230302,6,嘉義縣太保市東勢里博愛路與信義一路路口,嘉義縣,太保市,晴,村里道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,機車,女,89,不明
2023,3,20230302,9,臺南市善化區烏橋中路(善安129左15電桿),臺南市,善化區,晴,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,機車,女,45,未使用
2023,3,20230302,9,臺南市善化區烏橋中路(善安129左15電桿),臺南市,善化區,晴,市區道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,大貨車,男,41,未使用
2023,3,20230302,21,嘉義縣竹崎鄉中和村台18線63.1公里,嘉義縣,竹崎鄉,晴,省道,一般車道(未劃分快慢車道),衝出路外,不明原因肇事,1,0,小客車,男,40,不明
2023,3,20230302,21,嘉義縣竹崎鄉中和村台18線63.1公里,嘉義縣,竹崎鄉,晴,省道,一般車道(未劃分快慢車道),衝出路外,不明原因肇事,1,0,不明,無或物(動物、堆置物),-1,不明
2023,3,20230302,21,嘉義縣竹崎鄉中和村台18線63.1公里,嘉義縣,竹崎鄉,晴,省道,一般車道(未劃分快慢車道),衝出路外,不明原因肇事,1,0,小客車,男,52,不明
2023,3,20230303,4,彰化縣溪州鄉溪厝村中山路2段332弄前0.0公尺,彰化縣,溪州鄉,晴,村里道路,交叉口附近,衝出路外,不明原因肇事,1,0,機車,男,54,不明
2023,3,20230303,4,彰化縣溪州鄉溪厝村中山路2段332弄前0.0公尺,彰化縣,溪州鄉,晴,村里道路,交叉口附近,衝出路外,不明原因肇事,1,0,不明,無或物(動物、堆置物),0,不明
2023,3,20230303,9,苗栗縣頭份市苗124丙縣道4公里處,苗栗縣,頭份市,陰,村里道路,人行道,撞護欄(樁),不明原因肇事,1,0,小客車,男,41,未使用
2023,3,20230303,9,苗栗縣頭份市苗124丙縣道4公里處,苗栗縣,頭份市,陰,村里道路,人行道,撞護欄(樁),不明原因肇事,1,0,不明,無或物(動物、堆置物),-1,不明
2023,3,20230303,10,彰化縣和美鎮地潭里嘉卿路1段 / 彰化縣和美鎮地潭里線東路7段,彰化縣,和美鎮,晴,村里道路,交叉口附近,追撞,未注意車前狀態,1,0,小貨車(含客、貨兩用),男,46,不明
2023,3,20230303,10,彰化縣和美鎮地潭里嘉卿路1段 / 彰化縣和美鎮地潭里線東路7段,彰化縣,和美鎮,晴,村里道路,交叉口附近,追撞,未注意車前狀態,1,0,大貨車,男,65,未使用
2023,3,20230303,13,臺中市霧峰區南柳里乾溪路219號前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),撞護欄(樁),不明原因肇事,1,0,小客車,男,66,不明
2023,3,20230303,13,臺中市霧峰區南柳里乾溪路219號前0.0公尺,臺中市,霧峰區,晴,市區道路,一般車道(未劃分快慢車道),撞護欄(樁),不明原因肇事,1,0,不明,無或物(動物、堆置物),0,不明
2023,3,20230304,0,新北市鶯歌區新北市鶯歌區八德路燈桿204556前,新北市,鶯歌區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹、電桿,酒醉(後)駕駛失控,1,0,機車,男,43,不明
2023,3,20230304,0,新北市鶯歌區新北市鶯歌區八德路燈桿204556前,新北市,鶯歌區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹、電桿,酒醉(後)駕駛失控,1,0,不明,無或物(動物、堆置物),0,不明
2023,3,20230304,6,彰化縣福興鄉同安村員鹿路1段169號前0.0公尺,彰化縣,福興鄉,晴,村里道路,一般車道(未劃分快慢車道),穿越道路中,未注意車前狀態,1,0,小客車,男,42,未使用
2023,3,20230304,6,彰化縣福興鄉同安村員鹿路1段169號前0.0公尺,彰化縣,福興鄉,晴,村里道路,一般車道(未劃分快慢車道),穿越道路中,未注意車前狀態,1,0,人,男,89,非駕駛人
2023,3,20230304,7,新北市板橋區陽明街 / 新北市板橋區互助街,新北市,板橋區,陰,市區道路,交叉口附近,其他,不明原因肇事,1,0,小客車,男,40,未使用
2023,3,20230304,7,新北市板橋區陽明街 / 新北市板橋區互助街,新北市,板橋區,陰,市區道路,交叉口附近,其他,不明原因肇事,1,0,人,女,67,非駕駛人
2023,3,20230304,7,新北市板橋區陽明街 / 新北市板橋區互助街,新北市,板橋區,陰,市區道路,交叉口附近,其他,不明原因肇事,1,0,人,男,21,非駕駛人
2023,3,20230304,7,新北市板橋區陽明街 / 新北市板橋區互助街,新北市,板橋區,陰,市區道路,交叉口附近,其他,不明原因肇事,1,0,人,男,35,非駕駛人
